-0.9999999999999998,2.220446049250313e-16,Apply_Graham_s_law_of_diffusion_,Describe_dispersion_forces_
-0.9975298439012659,0.00014731924148944636,Perform_multi_step_conversions_using_dimensional_analysis_,Explain_the_concept_of_resonance_and_draw_Lewis_structures_representing_resonance_forms_for_a_given_molecule_
-0.9608713011059298,0.009236584858504728,Relate_the_energy_absorbed_or_emitted_in_electron_transition_to_the_line_spectrum_of_hydrogen_,Apply_Charle_s_law_
-0.9456108576893004,0.00038600270973182673,Calculate_the_concentration_of_ions_in_solutions_,Determine_the_hybridization_of_molecules_
-0.9258200997725514,0.008049893100837728,Apply_the_multiplication_and_division_significant_figure_rule_,Describe_ionization_energy_
-0.8786479780114774,0.001816847710433939,Determine_the_number_of_significant_figures_in_measurements_,Explain_the_concept_of_resonance_and_draw_Lewis_structures_representing_resonance_forms_for_a_given_molecule_
-0.7643461092154296,0.0009059437836594806,Apply_the_addition_and_subtraction_significant_figure_rule_,Distinguish_between_solutes_and_solvents_
-0.732822289063844,0.006705203627544667,Calculate_energy_required_or_emitted_in_electron_transition_of_the_Bohr_model_of_the_atom_,Determine_the_hybridization_of_molecules_
-0.5459760542557512,0.0026519796595458993,Describe_the_concept_of_quantized_energy_,Describe_attractive_forces_that_exist_within_substances_
-0.40218009652411746,0.009142825434744239,Draw_Lewis_structures_depicting_the_bonding_in_molecules_that_obey_the_octet_rule_,Assess_the_polarity_of_a_molecule_based_on_its_bonding_and_structure_
