Rpearson,pvalue,kc1,kc21.0,0.0,Determine_the_hybridization_of_molecules_,Apply_molar_mass_of_a_gas_equation_
1.0,0.0,Explain_the_law_of_multiple_proportions_,Determine_the_molecular_formula_of_a_compound_
1.0,0.0,Explain_the_law_of_multiple_proportions_,Convert_between_mass_and_moles_
0.9978927936546809,0.0021072063453191348,Draw_Lewis_structures_depicting_the_bonding_in_molecules_that_do_not_obey_the_octet_rule_,Describe_dipole_dipole_forces_
0.9667550799532345,0.0016394655098329368,Explain_the_significance_of_and_conclusions_made_from_Rutherford___s_Gold_Foil_Experiments_,Describe_the_formation_of_an_ionic_bond_
0.9550034398924327,0.002991483580145436,Calculate_the_enthalpy_of_a_reaction__given_the_amount_of_heat_produced_,Calculate_the_volume_of_a_gas_in_a_chemical_reaction__given_the_volume_of_another_gas_in_the_reaction_at_the_same_temperature_and_pressure_
0.9293369102768408,0.0024535435298527943,Recognize_the_relationship_between_atomic_mass_and_isotopes_,Write_electron_configurations_for_elements_
0.928648906278843,0.0008602143365793361,Describe_the_main_postulates_of_Dalton_s_atomic_theory_,Distinguish_between_precipitation__acid_base__and_redox_reactions_
0.9278065584772697,0.00010885273757493209,Identify_parts_of_a_chemical_equation_,Convert_among_units_of_pressure_
0.9197997640233516,0.0012133078611445797,Convert_between_mass_and_moles_,Describe_covalent_bonds_between_elements_
0.9118995802819851,9.206857232295696e-05,Identify_the_signs_for_q_and_w_in_a_chemical_or_physical_process_,Given_a_problem__determine_the_correct_gas_law_equation_to_use_to_solve_
0.900070320740819,0.002311493335219666,Describe_the_order_in_which_electrons_fill_orbitals_of_an_atom_,Apply_Dalton_s_law_of_partial_pressures_
0.8886792516030724,8.317687490813015e-07,Calculate_numbers_of_moles_involved_in_a_chemical_reaction_,Describe_the_relationship_between_valence_electrons_and_chemical_and_physical_properties_
0.8807048459279795,0.00884455364894873,Distinguish_among_different_types_of_mixtures_,Relate_valence_electrons_to_electron_configurations_and_placement_on_the_periodic_table_
0.8699176724016802,0.0022964589592346396,Name_binary_molecular_compounds_,Determine_the_hybridization_of_molecules_
0.856424508368024,0.00037565942913924544,Convert_between_mass_and_particles_,Define_and_identify____and____bonds_in_molecules_
0.8396893026590253,0.00462597374748608,Relate_bond_formation__ionic_and_covalent__to_the_octet_rule_,Apply_Boyle_s_law_
0.8388061146922173,0.009245862664929182,Use_average_covalent_bond_energies_to_estimate_enthalpies_of_reactions_,Given_a_problem__determine_the_correct_gas_law_equation_to_use_to_solve_
0.8347257041177223,0.00993364218368468,Calculate_the_number_of_particles_involved_in_a_chemical_reaction_,Calculate_energy_of_quantized_particle_of_radiation_
0.8228430231047088,0.00644941735500393,Calculate_the_energy_of_one_mole_of_quantized_particles_,Apply_Charle_s_law_
0.8202183969088509,0.006771604024834655,Relate_bond_formation__ionic_and_covalent__to_the_octet_rule_,Apply_Gay_Lussac_s_law_
0.8182198900018407,3.330503113767215e-05,Predict_the_charge_of_common_metallic_and_nonmetallic_elements__and_write_their_electron_configurations_,Describe_dipole_dipole_forces_
0.8025822866698255,0.00519695905238613,Calculate_the_number_of_particles_involved_in_a_chemical_reaction_,Identify_the_signs_for_q_and_w_in_a_chemical_or_physical_process_
0.8013381863133331,0.00011023990990683372,Determine_the_empirical_formula_of_a_compound_,Apply_molar_mass_of_a_gas_equation_
0.7922190407121797,0.006292135740910572,Determine_the_accuracy_and_precision_of_sets_of_data_,Predict_the_molecular_geometry_for_small_molecules_
0.7826782109929803,0.007437043363525318,Calculate_percent_composition_from_a_chemical_formula_,Describe_dipole_dipole_forces_
0.7753038316380616,0.00041795082032903,Describe_the_order_in_which_electrons_fill_orbitals_of_an_atom_,Given_a_problem__determine_the_correct_gas_law_equation_to_use_to_solve_
0.7745966692414836,0.0030940866862108783,Write_chemical_formulas_for_binary_molecular_compounds_,Convert_between_mass_and_moles_
0.7743910418548507,0.008545085609822343,Apply_the_concept_of_ppm_and_ppb_,Apply_the_ideal_gas_law_
0.7602206876678264,0.004105695154065907,Determine_the_number_of_significant_figures_in_measurements_,Apply_Graham_s_law_of_diffusion_
0.7532467532467535,0.001186687388140502,Describe_and_identify_metallic_solids_,Describe_dipole_dipole_forces_
0.7506472199623606,0.0031104669406105327,Use_atomic_mass_and_mass_of_isotopes_to_calculate___abundance_,Use_average_covalent_bond_energies_to_estimate_enthalpies_of_reactions_
0.7502376112712477,0.0049431721722864325,Apply_the_addition_and_subtraction_significant_figure_rule_,Perform_calculations_involving_heat__specific_heat__and_temperature_change_in_physical_processes_
0.7458152383799166,0.0053528198288099625,Predict_the_molecular_geometry_for_small_molecules_,Relate_valence_electrons_to_electron_configurations_and_placement_on_the_periodic_table_
0.7381596052914905,0.001094821986304801,Determine_difference_in_lattice_energies_of_ionic_compounds_,Apply_Dalton_s_law_of_partial_pressures_
0.7367225434520676,0.0040725125921743065,Write_chemical_formulas_for_binary_molecular_compounds_,Apply_molar_mass_of_a_gas_equation_
0.7342230982143522,0.0065482243661947204,Describe_electronegativity_,Apply_Dalton_s_law_of_partial_pressures_
0.732317086422233,0.00010666434892340277,Explain_the_law_of_definite_proportions_,Convert_between_mass_and_moles_
0.7209923289799074,0.003617099224910544,Use_atomic_mass_and_mass_of_isotopes_to_calculate___abundance_,Convert_between_mass_and_moles_
0.712477501815872,0.0004236741250431209,Calculate_numbers_of_moles_involved_in_a_chemical_reaction_,Given_a_problem__determine_the_correct_gas_law_equation_to_use_to_solve_
0.7048045182768422,0.007139393103350303,Name_binary_molecular_compounds_,Calculate_the_number_of_particles_involved_in_a_chemical_reaction_
0.7021779099427519,0.00511333095627867,Apply_Gay_Lussac_s_law_,Apply_Dalton_s_law_of_partial_pressures_
0.6978676525645017,0.007992316051589407,Distinguish_between_ionization_energy_and_electron_affinity_,Apply_molar_mass_of_a_gas_equation_
0.6934613318554635,0.008573088787186012,Distinguish_between_precipitation__acid_base__and_redox_reactions_,Calculate_the_number_of_particles_involved_in_a_chemical_reaction_
0.6862474202067648,0.0067248301882942675,Describe_the_relationship_between_valence_electrons_and_chemical_and_physical_properties_,Apply_Boyle_s_law_
0.6791655545909574,0.0009908564454641196,Convert_between_mass_and_particles_,Apply_Charle_s_law_
0.6766150572370287,0.00010660588671439005,Define_and_distinguish_specific_heat_and_heat_capacity__and_describe_the_physical_implications_of_both_,Use_average_covalent_bond_energies_to_estimate_enthalpies_of_reactions_
0.6723192617138913,0.008434829118036915,Write_abbreviated_electron_configuratoins_for_elements_,Given_a_problem__determine_the_correct_gas_law_equation_to_use_to_solve_
0.6718133325440947,0.001631547093285101,Calculate_percent_composition_from_a_chemical_formula_,Distinguish_between_potential_and_kinetic_energy_
